id,long,lat,Mode,fid,h3,Commune,CodeCom
node/10082141251,-6.8726599100,33.9908140100,bus,21753,8839a86587fffff,Yacoub El Mansour,9
node/10082141270,-6.8678313100,33.9914578100,bus,21753,8839a86587fffff,Yacoub El Mansour,9
node/10082141271,-6.8678389100,33.9913662100,bus,21753,8839a86587fffff,Yacoub El Mansour,9
node/10082141272,-6.8592855100,33.9914027100,bus,21733,8839a865b9fffff,Agdal Riyad,1
node/10082141273,-6.8590954100,33.9916404100,bus,21733,8839a865b9fffff,Agdal Riyad,1
node/10082141274,-6.8454579100,33.9821001100,bus,21736,8839a865b3fffff,Souissi,6
node/10082141487,-6.8345408100,33.9797250100,bus,5626,8839ab9a65fffff,Souissi,6
node/10082141488,-6.8302467100,33.9816143100,bus,5625,8839ab9a67fffff,Souissi,6
node/10082141489,-6.8251687100,33.9841622100,bus,5625,8839ab9a67fffff,El Youssoufia,3
node/10082141498,-6.8179551100,33.9917171100,bus,5627,8839ab9a63fffff,El Youssoufia,3
node/10082225566,-6.8518547100,34.0110588100,bus,21747,8839a86599fffff,Agdal Riyad,1
node/10082225567,-6.8521353100,34.0110588100,bus,21747,8839a86599fffff,Hassan,5
node/10082225569,-6.8596601100,34.0100468100,bus,21745,8839a8659dfffff,Hassan,5
node/10082225570,-6.8599937100,34.0099765100,bus,21745,8839a8659dfffff,Hassan,5
node/10082225574,-6.8617095100,34.0076689100,bus,21745,8839a8659dfffff,Hassan,5
node/10082225575,-6.8620189100,34.0077829100,bus,21745,8839a8659dfffff,Hassan,5
node/10082225590,-6.8844871100,33.9726114100,bus,21742,8839a865a5fffff,Yacoub El Mansour,9
node/10082225591,-6.8846090100,33.9727043100,bus,21742,8839a865a5fffff,Yacoub El Mansour,9
node/10082225593,-6.8873606100,33.9695782100,bus,21742,8839a865a5fffff,Yacoub El Mansour,9
node/10082225594,-6.8895552100,33.9681751100,bus,21742,8839a865a5fffff,Yacoub El Mansour,9
node/10082225595,-6.8894483100,33.9679913100,bus,21742,8839a865a5fffff,Yacoub El Mansour,9
node/10082225596,-6.8942356100,33.9672078100,bus,21424,8839a86e99fffff,Yacoub El Mansour,9
node/10082225597,-6.8942379100,33.9673394100,bus,21424,8839a86e99fffff,Yacoub El Mansour,9
node/10082225600,-6.8976537100,33.9684492100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/10082225601,-6.8978707100,33.9683022100,bus,21424,8839a86e99fffff,Yacoub El Mansour,9
node/10082304739,-6.7724372100,34.0856493100,bus,5977,8839ab9331fffff,Layayda,7
node/10082304740,-6.7722365100,34.0857061100,bus,5977,8839ab9331fffff,Layayda,7
node/10082304741,-6.7779077100,34.0799514100,bus,5975,8839ab9335fffff,Layayda,7
node/10082304749,-6.7871787100,34.0723006100,bus,6078,8839ab9149fffff,Bab Lamrissa,3
node/10082379317,-6.7871155100,34.0656626100,bus,6076,8839ab914dfffff,Tabriquet,9
node/10082379318,-6.7874015100,34.0656075100,bus,6076,8839ab914dfffff,Tabriquet,9
node/10082379511,-6.7829189100,34.0622841100,bus,6082,8839ab9141fffff,Tabriquet,9
node/10082379582,-6.7910511100,34.0514838100,bus,6064,8839ab9169fffff,Tabriquet,9
node/10082379583,-6.7914857100,34.0521401100,bus,6064,8839ab9169fffff,Tabriquet,9
node/10082379584,-6.7896678100,34.0503792100,bus,6064,8839ab9169fffff,Tabriquet,9
node/10082379585,-6.7892937100,34.0503779100,bus,6064,8839ab9169fffff,Tabriquet,9
node/10082379586,-6.7435629100,34.0061590100,bus,5595,8839ab9ac3fffff,Hssaine,6
node/10082379587,-6.7438279100,34.0063809100,bus,5595,8839ab9ac3fffff,Hssaine,6
node/10082379588,-6.7462535100,34.0002868100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/10082379589,-6.7394296100,33.9858695100,bus,5619,8839ab9a85fffff,Hssaine,6
node/10082379609,-6.7390660100,33.9786216100,bus,5619,8839ab9a85fffff,Hssaine,6
node/10082379610,-6.7388855100,33.9788675100,bus,5619,8839ab9a85fffff,Hssaine,6
node/10082379664,-6.7245097100,33.9903181100,bus,5620,8839ab9a83fffff,Hssaine,6
node/10082766663,-6.7780784100,34.0799466100,bus,5975,8839ab9335fffff,Layayda,7
node/10082766664,-6.7866162100,34.0818189100,bus,5980,8839ab9323fffff,Layayda,7
node/10082770878,-6.7849245100,34.0436216100,bus,6068,8839ab9161fffff,Bettana,5
node/10082770998,-6.7393398100,33.9931564100,bus,5615,8839ab9a8dfffff,Hssaine,6
node/10082771003,-6.7329339100,33.9927229100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10082771004,-6.7273875100,33.9964101100,bus,5616,8839ab9a8bfffff,Hssaine,6
node/10082818967,-6.9189906100,33.9233543100,bus,21418,8839a86ea7fffff,Témara,7
node/10082819006,-6.9150942100,33.9242329100,bus,21420,8839a86ea3fffff,Témara,7
node/10082819008,-6.9085439100,33.9278140100,bus,21412,8839a86eb5fffff,Témara,7
node/10082819009,-6.9005733100,33.9285937100,bus,21412,8839a86eb5fffff,Témara,7
node/10082819010,-6.8892718100,33.9293431100,bus,21411,8839a86eb7fffff,Témara,7
node/10082819011,-6.8888764100,33.9249416100,bus,21411,8839a86eb7fffff,Témara,7
node/10082819012,-6.8892517100,33.9219034100,bus,21538,8839a86cddfffff,Témara,7
node/10082819013,-6.8902735100,33.9193028100,bus,21538,8839a86cddfffff,Témara,7
node/10082819014,-6.8919967100,33.9165832100,bus,21538,8839a86cddfffff,Témara,7
node/10082848302,-6.9552606100,33.8569760100,bus,21453,8839a86dc5fffff,Ain Attig,9
node/10082848303,-6.9549476100,33.8570706100,bus,21453,8839a86dc5fffff,Ain Attig,9
node/10082848304,-6.9636428100,33.8623460100,bus,21518,8839a86d1bfffff,Ain Attig,9
node/10082848305,-6.9635362100,33.8624962100,bus,21518,8839a86d1bfffff,Ain Attig,9
node/10082848331,-6.9783453100,33.8741628100,bus,21494,8839a86d53fffff,Ain Attig,9
node/10082848332,-6.9781273100,33.8742926100,bus,21494,8839a86d53fffff,Ain Attig,9
node/10082848333,-6.9830468100,33.8785440100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/10082848334,-6.9829395100,33.8787187100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/10082848335,-6.9792347100,33.8834518100,bus,21576,8839a86c67fffff,Ain Attig,9
node/10082848340,-6.9612390100,33.8926446100,bus,21617,8839a86c05fffff,Ain Attig,9
node/10082848341,-6.9390450100,33.9045756100,bus,21606,8839a86c1dfffff,Témara,7
node/10082848342,-6.9356315100,33.9076770100,bus,21612,8839a86c11fffff,Témara,7
node/10082848350,-6.9220357100,33.9204467100,bus,21418,8839a86ea7fffff,Témara,7
node/10082933251,-7.0415964100,33.8489157100,bus,21698,8839a868bbfffff,Skhirate,5
node/10082933262,-7.0344578100,33.8543095100,bus,21484,8839a86d69fffff,Skhirate,5
node/10082933264,-7.0000189100,33.8705477100,bus,21489,8839a86d5dfffff,Skhirate,5
node/10082933265,-6.9844066100,33.8783594100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/10082933270,-6.9112791100,33.9332554100,bus,21408,8839a86ebdfffff,Témara,7
node/10082933271,-6.9046445100,33.9311567100,bus,21412,8839a86eb5fffff,Témara,7
node/10082969860,-6.8912347100,33.9233673100,bus,21411,8839a86eb7fffff,Témara,7
node/10083597363,-6.8941865100,33.9707271100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/10083597364,-6.8944746100,33.9708755100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/10083629461,-6.8647438100,33.9926191100,bus,21733,8839a865b9fffff,Agdal Riyad,1
node/10083629463,-6.8650811100,33.9927128100,bus,21733,8839a865b9fffff,Yacoub El Mansour,9
node/10083629619,-6.8611515100,33.9984888100,bus,21755,8839a86583fffff,Agdal Riyad,1
node/10083629620,-6.8613472100,33.9987393100,bus,21755,8839a86583fffff,Yacoub El Mansour,9
node/10083629621,-6.8484679100,34.0099580100,bus,21751,8839a86591fffff,Agdal Riyad,1
node/10083629622,-6.8419957100,34.0116197100,bus,21746,8839a8659bfffff,Agdal Riyad,1
node/10083629623,-6.8318067100,34.0152990100,bus,5636,8839ab9a4dfffff,Hassan,5
node/10083629624,-6.8282243100,34.0176672100,bus,5638,8839ab9a49fffff,Hassan,5
node/10083629625,-6.8249652100,34.0211318100,bus,5638,8839ab9a49fffff,Hassan,5
node/10085682154,-6.7233720100,34.0263455100,bus,6043,8839ab91e5fffff,Layayda,7
node/10085682155,-6.7249353100,34.0268187100,bus,6043,8839ab91e5fffff,Hssaine,6
node/10085786285,-6.8670969100,33.9704072100,bus,5548,8839ab9b49fffff,Agdal Riyad,1
node/10085786286,-6.8667913100,33.9703660100,bus,5548,8839ab9b49fffff,Agdal Riyad,1
node/10085786393,-6.8838636100,33.9357963100,bus,21413,8839a86eb3fffff,Témara,7
node/10085786397,-6.9168457100,33.9263711100,bus,21420,8839a86ea3fffff,Témara,7
node/10085786398,-6.9165858100,33.9274279100,bus,21420,8839a86ea3fffff,Témara,7
node/10085786404,-6.9256719100,33.9188931100,bus,21419,8839a86ea5fffff,Témara,7
node/10085786406,-6.9306928100,33.9229083100,bus,21419,8839a86ea5fffff,Témara,7
node/10085839242,-7.0560725100,33.8656028100,bus,21711,8839a8689dfffff,Skhirate,5
node/10085839243,-7.0466996100,33.8652993100,bus,21717,8839a86891fffff,Skhirate,5
node/10085893447,-6.9359075100,33.9414819100,bus,21401,8839a86ee7fffff,Harhoura,3
node/10085893448,-6.9360003100,33.9416333100,bus,21401,8839a86ee7fffff,Harhoura,3
node/10085893451,-6.9312958100,33.9457592100,bus,21403,8839a86ee3fffff,Harhoura,3
node/10085893452,-6.9313943100,33.9458877100,bus,21403,8839a86ee3fffff,Harhoura,3
node/10085893455,-6.9241061100,33.9534129100,bus,21429,8839a86e8dfffff,Harhoura,3
node/10085893456,-6.9238564100,33.9534033100,bus,21429,8839a86e8dfffff,Yacoub El Mansour,9
node/10085893457,-6.8985298100,33.9742444100,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9
node/10085893522,-6.8876352100,33.9819568100,bus,21738,8839a865adfffff,Yacoub El Mansour,9
node/10085893525,-6.8845996100,33.9875246100,bus,21740,8839a865a9fffff,Yacoub El Mansour,9
node/10085893527,-6.8824709100,33.9928501100,bus,21754,8839a86585fffff,Yacoub El Mansour,9
node/10085893528,-6.8827701100,33.9929989100,bus,21754,8839a86585fffff,Yacoub El Mansour,9
node/10085893529,-6.8789509100,33.9962271100,bus,21754,8839a86585fffff,Yacoub El Mansour,9
node/10085893530,-6.8792508100,33.9963641100,bus,21754,8839a86585fffff,Yacoub El Mansour,9
node/10085893531,-6.8738339100,34.0013108100,bus,21756,8839a86581fffff,Yacoub El Mansour,9
node/10085893532,-6.8740061100,34.0016418100,bus,21756,8839a86581fffff,Yacoub El Mansour,9
node/10085893533,-6.8701109100,34.0050439100,bus,21752,8839a8658bfffff,Yacoub El Mansour,9
node/10085893534,-6.8703774100,34.0051971100,bus,21752,8839a8658bfffff,Yacoub El Mansour,9
node/10085898587,-6.8663448100,34.0078041100,bus,21752,8839a8658bfffff,Hassan,5
node/10085898588,-6.8666423100,34.0077390100,bus,21752,8839a8658bfffff,Yacoub El Mansour,9
node/10087870492,-6.8182091100,33.9925480100,bus,5627,8839ab9a63fffff,El Youssoufia,3
node/10087870499,-6.8180375100,33.9882473100,bus,5627,8839ab9a63fffff,El Youssoufia,3
node/10087870500,-6.8197422100,33.9868173100,bus,5627,8839ab9a63fffff,El Youssoufia,3
node/10087870501,-6.8303807100,33.9818353100,bus,5625,8839ab9a67fffff,Souissi,6
node/10087870502,-6.8344169100,33.9796471100,bus,5626,8839ab9a65fffff,Souissi,6
node/10087870505,-6.8464161100,33.9695730100,bus,5539,8839ab9b5dfffff,Souissi,6
node/10087870506,-6.8463532100,33.9694060100,bus,5539,8839ab9b5dfffff,Souissi,6
node/10087870507,-6.8498790100,33.9661541100,bus,5539,8839ab9b5dfffff,Souissi,6
node/10087870508,-6.8499328100,33.9662939100,bus,5539,8839ab9b5dfffff,Souissi,6
node/10087921347,-6.8540693100,33.9625413100,bus,5551,8839ab9b43fffff,Agdal Riyad,1
node/10087921348,-6.8538219100,33.9623458100,bus,5551,8839ab9b43fffff,Agdal Riyad,1
node/10087921349,-6.8572591100,33.9597663100,bus,5551,8839ab9b43fffff,Agdal Riyad,1
node/10087921398,-6.8589759100,33.9582913100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921399,-6.8586069100,33.9580965100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921400,-6.8613982100,33.9561217100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921401,-6.8610247100,33.9559799100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921402,-6.8634787100,33.9543109100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921403,-6.8629878100,33.9542913100,bus,5549,8839ab9b47fffff,Agdal Riyad,1
node/10087921404,-6.8665094100,33.9512267100,bus,5534,8839ab9b6bfffff,Agdal Riyad,1
node/10087921405,-6.8969138100,33.9269610100,bus,21411,8839a86eb7fffff,Témara,7
node/10087921406,-6.9020593100,33.9295043100,bus,21412,8839a86eb5fffff,Témara,7
node/10087921407,-6.9044900100,33.9312667100,bus,21412,8839a86eb5fffff,Témara,7
node/10087921408,-6.9113881100,33.9333756100,bus,21408,8839a86ebdfffff,Témara,7
node/10088022647,-6.9188783100,33.9236924100,bus,21418,8839a86ea7fffff,Témara,7
node/10088022648,-6.9220874100,33.9207724100,bus,21418,8839a86ea7fffff,Témara,7
node/10088022714,-6.9272860100,33.9155969100,bus,21607,8839a86c1bfffff,Témara,7
node/10088022715,-6.9323385100,33.9109047100,bus,21612,8839a86c11fffff,Témara,7
node/10088022716,-6.9358785100,33.9078030100,bus,21612,8839a86c11fffff,Témara,7
node/10088023217,-6.9394233100,33.9045495100,bus,21606,8839a86c1dfffff,Témara,7
node/10088023218,-6.9426683100,33.9014342100,bus,21618,8839a86c03fffff,Témara,7
node/10088023413,-6.9556679100,33.8959731100,bus,21616,8839a86c07fffff,Ain Attig,9
node/10088023521,-6.9608971100,33.8926618100,bus,21617,8839a86c05fffff,Ain Attig,9
node/10088023522,-6.9694385100,33.8883688100,bus,21601,8839a86c29fffff,Ain Attig,9
node/10088023523,-6.9750861100,33.8873028100,bus,21576,8839a86c67fffff,Ain Attig,9
node/10088023524,-6.9792922100,33.8835709100,bus,21576,8839a86c67fffff,Ain Attig,9
node/10088023525,-6.9828281100,33.8801685100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/10088023536,-6.9866701100,33.8843071100,bus,21490,8839a86d5bfffff,Ain Attig,9
node/10088023550,-6.9004812100,33.9287172100,bus,21412,8839a86eb5fffff,Témara,7
node/10088023947,-6.8347222100,34.0157973100,bus,5636,8839ab9a4dfffff,Hassan,5
node/10088120866,-6.8312763100,34.0156803100,bus,5636,8839ab9a4dfffff,Hassan,5
node/10088120871,-6.7480408100,34.0356093100,bus,6085,8839ab9139fffff,Layayda,7
node/10089935657,-6.8513896100,34.0112057100,bus,21747,8839a86599fffff,Agdal Riyad,1
node/10089935666,-6.8592649100,33.9969166100,bus,21733,8839a865b9fffff,Agdal Riyad,1
node/10089935667,-6.8554505100,33.9966385100,bus,21749,8839a86595fffff,Agdal Riyad,1
node/10089975319,-6.8719281100,33.9641836100,bus,5546,8839ab9b4dfffff,Agdal Riyad,1
node/10089975320,-6.8712967100,33.9640880100,bus,5546,8839ab9b4dfffff,Agdal Riyad,1
node/10089975515,-6.8826171100,33.9413606100,bus,5533,8839ab9b6dfffff,Témara,7
node/10089975516,-6.8825311100,33.9412246100,bus,5533,8839ab9b6dfffff,Témara,7
node/10089975545,-6.8938008100,33.9319868100,bus,21414,8839a86eb1fffff,Témara,7
node/10089975547,-6.8974228100,33.9306131100,bus,21414,8839a86eb1fffff,Témara,7
node/10089975548,-6.8894292100,33.9218827100,bus,21538,8839a86cddfffff,Témara,7
node/10089975549,-6.8905499100,33.9192331100,bus,21538,8839a86cddfffff,Témara,7
node/10090484424,-6.8673241100,33.9897195100,bus,21731,8839a865bdfffff,Yacoub El Mansour,9
node/10090484425,-6.8709599100,33.9842183100,bus,21731,8839a865bdfffff,Agdal Riyad,1
node/10090484426,-6.8711967100,33.9843992100,bus,21731,8839a865bdfffff,Yacoub El Mansour,9
node/10090484428,-6.8736958100,33.9810225100,bus,21743,8839a865a3fffff,Yacoub El Mansour,9
node/10090484429,-6.8733685100,33.9810745100,bus,21743,8839a865a3fffff,Agdal Riyad,1
node/10090484430,-6.8772749100,33.9817745100,bus,21739,8839a865abfffff,Yacoub El Mansour,9
node/10090484473,-6.8912167100,33.9540072100,bus,21428,8839a86e91fffff,Yacoub El Mansour,9
node/10090601985,-6.9037290100,33.9403310100,bus,21410,8839a86eb9fffff,Témara,7
node/10090601986,-6.9035574100,33.9401925100,bus,21410,8839a86eb9fffff,Témara,7
node/10090643543,-6.9088036100,33.9335612100,bus,21408,8839a86ebdfffff,Témara,7
node/10090643544,-6.9093465100,33.9339071100,bus,21408,8839a86ebdfffff,Témara,7
node/10090643545,-6.8971721100,33.9385665100,bus,21414,8839a86eb1fffff,Témara,7
node/10090643546,-6.8973022100,33.9384383100,bus,21414,8839a86eb1fffff,Témara,7
node/10090643547,-6.8925392100,33.9363930100,bus,21414,8839a86eb1fffff,Témara,7
node/10090643548,-6.8913509100,33.9363000100,bus,21413,8839a86eb3fffff,Témara,7
node/10090643641,-6.9165709100,33.9074053100,bus,21611,8839a86c13fffff,Témara,7
node/10090643642,-6.9163247100,33.9073043100,bus,21611,8839a86c13fffff,Témara,7
node/10090643644,-6.9211981100,33.9022982100,bus,21611,8839a86c13fffff,Témara,7
node/10090643768,-6.9211384100,33.8971820100,bus,21533,8839a86ce9fffff,Témara,7
node/10090643769,-6.9207873100,33.8974457100,bus,21533,8839a86ce9fffff,Témara,7
node/10090643770,-6.9215605100,33.8907785100,bus,21531,8839a86cedfffff,Témara,7
node/10090643815,-6.9219489100,33.8817301100,bus,21535,8839a86ce5fffff,Témara,7
node/10090643816,-6.9222030100,33.8866022100,bus,21531,8839a86cedfffff,Témara,7
node/10092266823,-6.8455894100,33.9820921100,bus,21736,8839a865b3fffff,Souissi,6
node/10092266824,-6.8423056100,33.9796878100,bus,5541,8839ab9b59fffff,Souissi,6
node/10092266825,-6.8382147100,33.9772053100,bus,5541,8839ab9b59fffff,Souissi,6
node/10092266827,-6.8870616100,33.9368917100,bus,21413,8839a86eb3fffff,Témara,7
node/10092266828,-6.8874269100,33.9348032100,bus,21413,8839a86eb3fffff,Témara,7
node/10092266829,-6.8873339100,33.9349179100,bus,21413,8839a86eb3fffff,Témara,7
node/10092266830,-6.9495866100,33.8983995100,bus,21618,8839a86c03fffff,Ain Attig,9
node/10092266831,-6.9494464100,33.8982631100,bus,21618,8839a86c03fffff,Ain Attig,9
node/10092266832,-6.9641681100,33.8908237100,bus,21617,8839a86c05fffff,Ain Attig,9
node/10092266833,-6.9640535100,33.8906969100,bus,21617,8839a86c05fffff,Ain Attig,9
node/10093405178,-6.9209211100,33.9063123100,bus,21611,8839a86c13fffff,Témara,7
node/10093405179,-6.9183527100,33.9089110100,bus,21611,8839a86c13fffff,Témara,7
node/10093405180,-6.9159350100,33.9112166100,bus,21544,8839a86ccdfffff,Témara,7
node/10093405181,-6.9136443100,33.9137672100,bus,21544,8839a86ccdfffff,Témara,7
node/10093405182,-6.9120023100,33.9162532100,bus,21544,8839a86ccdfffff,Témara,7
node/10093405184,-6.9088766100,33.9229885100,bus,21546,8839a86cc9fffff,Témara,7
node/10093405185,-6.9101785100,33.9197277100,bus,21546,8839a86cc9fffff,Témara,7
node/10093405186,-6.8769662100,33.9856309100,bus,21739,8839a865abfffff,Yacoub El Mansour,9
node/10093405187,-6.8770213100,33.9858250100,bus,21739,8839a865abfffff,Yacoub El Mansour,9
node/10095697011,-6.9419228100,33.9342085100,bus,21581,8839a86c5bfffff,Harhoura,3
node/10095697012,-6.9419337100,33.9340486100,bus,21581,8839a86c5bfffff,Harhoura,3
node/10095704326,-6.9088299100,33.9277983100,bus,21420,8839a86ea3fffff,Témara,7
node/10095704327,-6.9120480100,33.9248654100,bus,21420,8839a86ea3fffff,Témara,7
node/10095704328,-6.9147876100,33.9221589100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704329,-6.9149325100,33.9222315100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704330,-6.9203435100,33.9169728100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704331,-6.9205841100,33.9170076100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704332,-6.9180314100,33.9194941100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704333,-6.9177736100,33.9193539100,bus,21418,8839a86ea7fffff,Témara,7
node/10095704335,-6.9230037100,33.9147954100,bus,21607,8839a86c1bfffff,Témara,7
node/10095704336,-6.9229018100,33.9146573100,bus,21607,8839a86c1bfffff,Témara,7
node/10095706597,-6.9257789100,33.9188067100,bus,21419,8839a86ea5fffff,Témara,7
node/10095706679,-6.9305409100,33.9230207100,bus,21419,8839a86ea5fffff,Témara,7
node/10095706680,-6.9318540100,33.9257028100,bus,21419,8839a86ea5fffff,Témara,7
node/10095706681,-6.9319421100,33.9258052100,bus,21419,8839a86ea5fffff,Témara,7
node/10095706712,-6.9289953100,33.9289967100,bus,21421,8839a86ea1fffff,Témara,7
node/10095706713,-6.9291252100,33.9290126100,bus,21415,8839a86eadfffff,Témara,7
node/10095745830,-6.9554356100,33.9280807100,bus,21582,8839a86c59fffff,Harhoura,3
node/10095745831,-6.9554608100,33.9278449100,bus,21582,8839a86c59fffff,Harhoura,3
node/10095745838,-6.9585337100,33.9259236100,bus,21580,8839a86c5dfffff,Harhoura,3
node/10095745839,-6.9583964100,33.9257719100,bus,21580,8839a86c5dfffff,Harhoura,3
node/10095785976,-6.7344708100,33.9921123100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10095785977,-6.7330183100,33.9928537100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10095785978,-6.7366849100,33.9907186100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10095785979,-6.7390307100,33.9930315100,bus,5615,8839ab9a8dfffff,Hssaine,6
node/10095785980,-6.7379305100,33.9957825100,bus,5617,8839ab9a89fffff,Hssaine,6
node/10095785981,-6.7363840100,33.9942553100,bus,5617,8839ab9a89fffff,Hssaine,6
node/10096510776,-6.7645872100,34.0254488100,bus,6096,8839ab9121fffff,Hssaine,6
node/10096510778,-6.7681723100,34.0247736100,bus,6096,8839ab9121fffff,Hssaine,6
node/10096510780,-6.7722412100,34.0219279100,bus,6096,8839ab9121fffff,Hssaine,6
node/10096510781,-6.7696362100,34.0209652100,bus,6096,8839ab9121fffff,Hssaine,6
node/10096510784,-6.7707053100,34.0188475100,bus,6094,8839ab9125fffff,Hssaine,6
node/10096510813,-6.7684633100,34.0166733100,bus,6093,8839ab9127fffff,Hssaine,6
node/10096510814,-6.7658081100,34.0154866100,bus,6093,8839ab9127fffff,Hssaine,6
node/10096510816,-6.7642494100,34.0172842100,bus,6093,8839ab9127fffff,Hssaine,6
node/10096515436,-6.7610918100,34.0201815100,bus,6095,8839ab9123fffff,Hssaine,6
node/10096515437,-6.7581651100,34.0228634100,bus,6095,8839ab9123fffff,Hssaine,6
node/10096554684,-6.8784553100,33.9845574100,bus,21739,8839a865abfffff,Yacoub El Mansour,9
node/10098636577,-6.8119186100,34.0275691100,bus,21760,8839a864b7fffff,Bab Lamrissa,3
node/10098636578,-6.8071835100,34.0253443100,bus,21760,8839a864b7fffff,Bab Lamrissa,3
node/10098636579,-6.7967859100,34.0231209100,bus,5631,8839ab9a59fffff,Bettana,5
node/10098636580,-6.7868446100,34.0147948100,bus,5634,8839ab9a53fffff,Bettana,5
node/10098636581,-6.7682880100,34.0028700100,bus,5661,8839ab9a13fffff,Hssaine,6
node/10098636582,-6.7654809100,33.9973581100,bus,5661,8839ab9a13fffff,Hssaine,6
node/10098636583,-6.7638381100,33.9922096100,bus,5580,8839ab9ae9fffff,Hssaine,6
node/10098636584,-6.7627054100,33.9890977100,bus,5580,8839ab9ae9fffff,Hssaine,6
node/10098636585,-6.7510964100,33.9998064100,bus,5593,8839ab9ac7fffff,Hssaine,6
node/10098636586,-6.7419529100,33.9979786100,bus,5617,8839ab9a89fffff,Hssaine,6
node/10098636587,-6.7362312100,33.9903940100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10098636588,-6.7369565100,33.9908097100,bus,5621,8839ab9a81fffff,Hssaine,6
node/10098721155,-6.8222569100,34.0425151100,bus,21759,8839a864b9fffff,Bab Lamrissa,3
node/10098721156,-6.8242982100,34.0436442100,bus,21777,8839a86487fffff,Bab Lamrissa,3
node/10098721157,-6.8270248100,34.0490717100,bus,21778,8839a86483fffff,Bab Lamrissa,3
node/10098721264,-6.8242772100,34.0519700100,bus,21778,8839a86483fffff,Bab Lamrissa,3
node/10099056231,-6.7965030100,34.0646495100,bus,21771,8839a8649bfffff,Bab Lamrissa,3
node/10099056232,-6.7967690100,34.0646593100,bus,21771,8839a8649bfffff,Bab Lamrissa,3
node/10099059367,-6.7954449100,34.0724155100,bus,5978,8839ab9327fffff,Bab Lamrissa,3
node/10099059369,-6.7933421100,34.0745936100,bus,5978,8839ab9327fffff,Bab Lamrissa,3
node/10099059872,-6.7901809100,34.0777823100,bus,5980,8839ab9323fffff,Bab Lamrissa,3
node/10099059874,-6.7879866100,34.0799713100,bus,5980,8839ab9323fffff,Layayda,7
node/10099078000,-6.7869542100,34.0722754100,bus,6078,8839ab9149fffff,Bab Lamrissa,3
node/10104571870,-6.8328847100,34.0212966100,bus,21766,8839a864a7fffff,Hassan,5
node/10106733793,-6.8415282100,33.9943648100,bus,5622,8839ab9a6dfffff,Agdal Riyad,1
node/10106733794,-6.8434309100,33.9975550100,bus,21748,8839a86597fffff,Agdal Riyad,1
node/10106747041,-6.8490470100,33.9984048100,bus,21748,8839a86597fffff,Agdal Riyad,1
node/10108899403,-6.8515687100,33.9886798100,bus,21732,8839a865bbfffff,Agdal Riyad,1
node/10108899405,-6.9032389100,33.9656091100,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9
node/10108899406,-6.9001453100,33.9680052100,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9
node/10108899407,-6.8805628100,33.9618596100,bus,21423,8839a86e9bfffff,Agdal Riyad,1
node/10114762480,-6.8245560100,33.9530946100,bus,5564,8839ab9b1dfffff,Souissi,6
node/10114762565,-6.8231523100,33.9479692100,bus,5568,8839ab9b15fffff,Souissi,6
node/10115002460,-6.8167964100,34.0402246100,bus,21759,8839a864b9fffff,Bab Lamrissa,3
node/10115253878,-6.8422138100,34.0117285100,bus,21746,8839a8659bfffff,Agdal Riyad,1
node/10115253879,-6.8482703100,34.0101686100,bus,21751,8839a86591fffff,Agdal Riyad,1
node/10115253880,-6.8528061100,34.0090534100,bus,21751,8839a86591fffff,Agdal Riyad,1
node/10117562306,-6.8288867100,33.8985901100,bus,5710,8839ab9947fffff,Souissi,6
node/10117562307,-6.8183184100,33.9116714100,bus,5700,8839ab995dfffff,Souissi,6
node/10117562308,-6.8175345100,33.9150436100,bus,5700,8839ab995dfffff,Souissi,6
node/10117562317,-6.8216593100,33.9241588100,bus,5556,8839ab9b37fffff,Souissi,6
node/10117562318,-6.8206551100,33.9358453100,bus,5554,8839ab9b3bfffff,Souissi,6
node/10117562319,-6.8257129100,33.9577916100,bus,5566,8839ab9b19fffff,Souissi,6
node/10276483025,-6.8156715100,34.0387851100,taxi,21763,8839a864b1fffff,Bab Lamrissa,3
