id,long,lat,Mode,fid,h3,Commune,CodeCom,CodeProv,Province
node/10078976779,-6.90883221,33.91430111,bus,21550,8839a86cc1fffff,Témara,7,501,Skhirate- Témara
node/10078976780,-6.90867471,33.91411411,bus,21550,8839a86cc1fffff,Témara,7,501,Skhirate- Témara
node/10078976781,-6.91305221,33.91032171,bus,21544,8839a86ccdfffff,Témara,7,501,Skhirate- Témara
node/10078976782,-6.91313511,33.91055101,bus,21544,8839a86ccdfffff,Témara,7,501,Skhirate- Témara
node/10080238089,-6.74159051,34.00332391,bus,5595,8839ab9ac3fffff,Hssaine,6,441,Salé
node/10080238090,-6.74108181,34.00313651,bus,5595,8839ab9ac3fffff,Hssaine,6,441,Salé
node/10080238094,-6.73639181,34.01229131,bus,5585,8839ab9addfffff,Hssaine,6,441,Salé
node/10080238095,-6.73688281,34.01224141,bus,5585,8839ab9addfffff,Hssaine,6,441,Salé
node/10080238096,-6.73966311,34.01589401,bus,5585,8839ab9addfffff,Hssaine,6,441,Salé
node/10080238097,-6.73943641,34.01619331,bus,5585,8839ab9addfffff,Hssaine,6,441,Salé
node/10080238098,-6.74272091,34.01816651,bus,5591,8839ab9acbfffff,Hssaine,6,441,Salé
node/10080238099,-6.74242891,34.01838701,bus,6086,8839ab9137fffff,Hssaine,6,441,Salé
node/10080245029,-6.83126941,34.02247761,bus,5638,8839ab9a49fffff,Hassan,5,421,Rabat
node/10080245030,-6.82915771,34.02306701,bus,5638,8839ab9a49fffff,Hassan,5,421,Rabat
node/10080245031,-6.82480411,34.01820191,bus,5638,8839ab9a49fffff,Hassan,5,421,Rabat
node/10080333222,-6.82708931,34.00323561,bus,5640,8839ab9a45fffff,El Youssoufia,3,421,Rabat
node/10080333223,-6.82748141,34.00167861,bus,5640,8839ab9a45fffff,Souissi,6,421,Rabat
node/10080333225,-6.82752291,33.99861421,bus,5623,8839ab9a6bfffff,Souissi,6,421,Rabat
node/10080333226,-6.82734331,33.99790521,bus,5623,8839ab9a6bfffff,El Youssoufia,3,421,Rabat
node/10080333227,-6.82453771,33.99442461,bus,5623,8839ab9a6bfffff,El Youssoufia,3,421,Rabat
node/10080333228,-6.82003051,33.99513571,bus,5623,8839ab9a6bfffff,El Youssoufia,3,421,Rabat
node/10080333230,-6.81829181,33.99370691,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10080333233,-6.81994111,33.98688541,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10080333234,-6.82963541,33.98087261,bus,5625,8839ab9a67fffff,Souissi,6,421,Rabat
node/10080333235,-6.82943181,33.98087151,bus,5625,8839ab9a67fffff,Souissi,6,421,Rabat
node/10080333238,-6.82864651,33.96863181,bus,5544,8839ab9b53fffff,Souissi,6,421,Rabat
node/10080333239,-6.82840951,33.96868971,bus,5544,8839ab9b53fffff,Souissi,6,421,Rabat
node/10080333240,-6.82559031,33.95781851,bus,5566,8839ab9b19fffff,Souissi,6,421,Rabat
node/10080333241,-6.82432481,33.95309611,bus,5564,8839ab9b1dfffff,Souissi,6,421,Rabat
node/10080333242,-6.82294521,33.94796111,bus,5568,8839ab9b15fffff,Souissi,6,421,Rabat
node/10080333246,-6.81738681,33.91498261,bus,5700,8839ab995dfffff,Souissi,6,421,Rabat
node/10080333247,-6.82884351,33.89886311,bus,5710,8839ab9947fffff,Souissi,6,421,Rabat
node/10080555977,-6.82167671,33.97410191,bus,5649,8839ab9a2dfffff,El Youssoufia,3,421,Rabat
node/10080555978,-6.82190311,33.97525711,bus,5649,8839ab9a2dfffff,El Youssoufia,3,421,Rabat
node/10080555979,-6.81891961,33.97665221,bus,5649,8839ab9a2dfffff,El Youssoufia,3,421,Rabat
node/10080555980,-6.81879351,33.97653501,bus,5649,8839ab9a2dfffff,El Youssoufia,3,421,Rabat
node/10080555981,-6.81785231,33.97444151,bus,5649,8839ab9a2dfffff,El Youssoufia,3,421,Rabat
node/10080562028,-6.81619831,33.97794761,bus,5651,8839ab9a29fffff,El Youssoufia,3,421,Rabat
node/10080562029,-6.81604361,33.97782741,bus,5651,8839ab9a29fffff,El Youssoufia,3,421,Rabat
node/10080562031,-6.80355811,33.98679761,bus,5666,8839ab9a07fffff,El Youssoufia,3,421,Rabat
node/10080562032,-6.80377531,33.98740971,bus,5666,8839ab9a07fffff,El Youssoufia,3,421,Rabat
node/10080562080,-6.80369271,33.98966111,bus,5666,8839ab9a07fffff,El Youssoufia,3,421,Rabat
node/10080562203,-6.80626241,33.99023831,bus,5667,8839ab9a05fffff,El Youssoufia,3,421,Rabat
node/10080562204,-6.81260411,33.99101151,bus,5667,8839ab9a05fffff,El Youssoufia,3,421,Rabat
node/10080562205,-6.81766211,33.99294041,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10080562206,-6.82381201,33.99436881,bus,5623,8839ab9a6bfffff,El Youssoufia,3,421,Rabat
node/10080562291,-6.83699931,33.99350401,bus,5622,8839ab9a6dfffff,Souissi,6,421,Rabat
node/10080562292,-6.83697511,33.99323551,bus,5622,8839ab9a6dfffff,Souissi,6,421,Rabat
node/10080562293,-6.84157471,33.99410001,bus,5622,8839ab9a6dfffff,Agdal Riyad,1,421,Rabat
node/10080562294,-6.84322511,33.99765661,bus,21748,8839a86597fffff,Agdal Riyad,1,421,Rabat
node/10080562295,-6.85108301,34.00017291,bus,21749,8839a86595fffff,Agdal Riyad,1,421,Rabat
node/10080562296,-6.85605831,34.00636201,bus,21745,8839a8659dfffff,Agdal Riyad,1,421,Rabat
node/10080562297,-6.85623711,34.00663491,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10080562298,-6.85831551,34.00423221,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10080562299,-6.85860651,34.00348241,bus,21745,8839a8659dfffff,Agdal Riyad,1,421,Rabat
node/10080562300,-6.86279561,34.00540211,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10080562301,-6.86297511,34.00522171,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10080562302,-6.86552491,34.00357731,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10080562303,-6.86590801,34.00353071,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10080562304,-6.86726941,34.00137731,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10080562305,-6.86759271,34.00143511,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10080562306,-6.87094391,33.99682611,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10080562307,-6.87190821,33.99343481,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10080562308,-6.87167611,33.99346441,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10080562309,-6.87150461,33.98929891,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10080562310,-6.87128691,33.98914691,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10080562311,-6.87359561,33.98659561,bus,21739,8839a865abfffff,Yacoub El Mansour,9,421,Rabat
node/10080562312,-6.87350011,33.98635811,bus,21739,8839a865abfffff,Yacoub El Mansour,9,421,Rabat
node/10080562313,-6.87718021,33.98156871,bus,21739,8839a865abfffff,Yacoub El Mansour,9,421,Rabat
node/10080562314,-6.87984721,33.97821081,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10080562315,-6.88157991,33.97578061,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10080562316,-6.88181701,33.97600791,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10080562317,-6.88609931,33.97622531,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10080562318,-6.88801461,33.97696471,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10080562319,-6.89178731,33.97558541,bus,21738,8839a865adfffff,Yacoub El Mansour,9,421,Rabat
node/10080562320,-6.89198421,33.97565921,bus,21738,8839a865adfffff,Yacoub El Mansour,9,421,Rabat
node/10080562321,-6.89347781,33.97443641,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10080562322,-6.89329331,33.97431741,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10080562323,-6.89566051,33.97237621,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10080562324,-6.89593791,33.97244391,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10080562327,-6.90034981,33.96801141,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9,421,Rabat
node/10080562328,-6.90307971,33.96557031,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9,421,Rabat
node/10080562329,-6.90583041,33.96472781,bus,21405,8839a86ed7fffff,Yacoub El Mansour,9,421,Rabat
node/10080805699,-6.81744051,33.99529501,bus,5663,8839ab9a0dfffff,El Youssoufia,3,421,Rabat
node/10080805700,-6.81538241,33.99693821,bus,5663,8839ab9a0dfffff,El Youssoufia,3,421,Rabat
node/10080805701,-6.81665911,33.99824351,bus,5663,8839ab9a0dfffff,El Youssoufia,3,421,Rabat
node/10080805702,-6.81900881,33.99881221,bus,5623,8839ab9a6bfffff,El Youssoufia,3,421,Rabat
node/10080805703,-6.84091831,34.02277821,bus,21766,8839a864a7fffff,Hassan,5,421,Rabat
node/10080805704,-6.84288731,34.02664841,bus,21769,8839a864a1fffff,Hassan,5,421,Rabat
node/10080805705,-6.84406801,34.02479961,bus,21767,8839a864a5fffff,Hassan,5,421,Rabat
node/10080805706,-6.84677131,34.02492901,bus,21767,8839a864a5fffff,Hassan,5,421,Rabat
node/10082114859,-6.88559801,33.97786661,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10082141124,-6.88268891,33.98057591,bus,21744,8839a865a1fffff,Yacoub El Mansour,9,421,Rabat
node/10082141191,-6.87862001,33.98461521,bus,21739,8839a865abfffff,Yacoub El Mansour,9,421,Rabat
node/10082141250,-6.87276581,33.99100361,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10082141251,-6.87265991,33.99081401,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10082141270,-6.86783131,33.99145781,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10082141271,-6.86783891,33.99136621,bus,21753,8839a86587fffff,Yacoub El Mansour,9,421,Rabat
node/10082141272,-6.85928551,33.99140271,bus,21733,8839a865b9fffff,Agdal Riyad,1,421,Rabat
node/10082141273,-6.85909541,33.99164041,bus,21733,8839a865b9fffff,Agdal Riyad,1,421,Rabat
node/10082141274,-6.84545791,33.98210011,bus,21736,8839a865b3fffff,Souissi,6,421,Rabat
node/10082141487,-6.83454081,33.97972501,bus,5626,8839ab9a65fffff,Souissi,6,421,Rabat
node/10082141488,-6.83024671,33.98161431,bus,5625,8839ab9a67fffff,Souissi,6,421,Rabat
node/10082141489,-6.82516871,33.98416221,bus,5625,8839ab9a67fffff,El Youssoufia,3,421,Rabat
node/10082141498,-6.81795511,33.99171711,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10082225566,-6.85185471,34.01105881,bus,21747,8839a86599fffff,Agdal Riyad,1,421,Rabat
node/10082225567,-6.85213531,34.01105881,bus,21747,8839a86599fffff,Hassan,5,421,Rabat
node/10082225569,-6.85966011,34.01004681,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10082225570,-6.85999371,34.00997651,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10082225574,-6.86170951,34.00766891,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10082225575,-6.86201891,34.00778291,bus,21745,8839a8659dfffff,Hassan,5,421,Rabat
node/10082225590,-6.88448711,33.97261141,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10082225591,-6.88460901,33.97270431,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10082225593,-6.88736061,33.96957821,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10082225594,-6.88955521,33.96817511,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10082225595,-6.88944831,33.96799131,bus,21742,8839a865a5fffff,Yacoub El Mansour,9,421,Rabat
node/10082225596,-6.89423561,33.96720781,bus,21424,8839a86e99fffff,Yacoub El Mansour,9,421,Rabat
node/10082225597,-6.89423791,33.96733941,bus,21424,8839a86e99fffff,Yacoub El Mansour,9,421,Rabat
node/10082225600,-6.89765371,33.96844921,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10082225601,-6.89787071,33.96830221,bus,21424,8839a86e99fffff,Yacoub El Mansour,9,421,Rabat
node/10082304739,-6.77243721,34.08564931,bus,5977,8839ab9331fffff,Layayda,7,441,Salé
node/10082304740,-6.77223651,34.08570611,bus,5977,8839ab9331fffff,Layayda,7,441,Salé
node/10082304741,-6.77790771,34.07995141,bus,5975,8839ab9335fffff,Layayda,7,441,Salé
node/10082304749,-6.78717871,34.07230061,bus,6078,8839ab9149fffff,Bab Lamrissa,3,441,Salé
node/10082379317,-6.78711551,34.06566261,bus,6076,8839ab914dfffff,Tabriquet,9,441,Salé
node/10082379318,-6.78740151,34.06560751,bus,6076,8839ab914dfffff,Tabriquet,9,441,Salé
node/10082379511,-6.78291891,34.06228411,bus,6082,8839ab9141fffff,Tabriquet,9,441,Salé
node/10082379582,-6.79105111,34.05148381,bus,6064,8839ab9169fffff,Tabriquet,9,441,Salé
node/10082379583,-6.79148571,34.05214011,bus,6064,8839ab9169fffff,Tabriquet,9,441,Salé
node/10082379584,-6.78966781,34.05037921,bus,6064,8839ab9169fffff,Tabriquet,9,441,Salé
node/10082379585,-6.78929371,34.05037791,bus,6064,8839ab9169fffff,Tabriquet,9,441,Salé
node/10082379586,-6.74356291,34.00615901,bus,5595,8839ab9ac3fffff,Hssaine,6,441,Salé
node/10082379587,-6.74382791,34.00638091,bus,5595,8839ab9ac3fffff,Hssaine,6,441,Salé
node/10082379588,-6.74625351,34.00028681,bus,5593,8839ab9ac7fffff,Hssaine,6,441,Salé
node/10082379589,-6.73942961,33.98586951,bus,5619,8839ab9a85fffff,Hssaine,6,441,Salé
node/10082379609,-6.73906601,33.97862161,bus,5619,8839ab9a85fffff,Hssaine,6,441,Salé
node/10082379610,-6.73888551,33.97886751,bus,5619,8839ab9a85fffff,Hssaine,6,441,Salé
node/10082379664,-6.72450971,33.99031811,bus,5620,8839ab9a83fffff,Hssaine,6,441,Salé
node/10082766663,-6.77807841,34.07994661,bus,5975,8839ab9335fffff,Layayda,7,441,Salé
node/10082766664,-6.78661621,34.08181891,bus,5980,8839ab9323fffff,Layayda,7,441,Salé
node/10082770878,-6.78492451,34.04362161,bus,6068,8839ab9161fffff,Bettana,5,441,Salé
node/10082770998,-6.73933981,33.99315641,bus,5615,8839ab9a8dfffff,Hssaine,6,441,Salé
node/10082771003,-6.73293391,33.99272291,bus,5621,8839ab9a81fffff,Hssaine,6,441,Salé
node/10082771004,-6.72738751,33.99641011,bus,5616,8839ab9a8bfffff,Hssaine,6,441,Salé
node/10082818967,-6.91899061,33.92335431,bus,21418,8839a86ea7fffff,Témara,7,501,Skhirate- Témara
node/10082819006,-6.91509421,33.92423291,bus,21420,8839a86ea3fffff,Témara,7,501,Skhirate- Témara
node/10082819008,-6.90854391,33.92781401,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10082819009,-6.90057331,33.92859371,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10082819010,-6.88927181,33.92934311,bus,21411,8839a86eb7fffff,Témara,7,501,Skhirate- Témara
node/10082819011,-6.88887641,33.92494161,bus,21411,8839a86eb7fffff,Témara,7,501,Skhirate- Témara
node/10082819012,-6.88925171,33.92190341,bus,21538,8839a86cddfffff,Témara,7,501,Skhirate- Témara
node/10082819013,-6.89027351,33.91930281,bus,21538,8839a86cddfffff,Témara,7,501,Skhirate- Témara
node/10082819014,-6.89199671,33.91658321,bus,21538,8839a86cddfffff,Témara,7,501,Skhirate- Témara
node/10082848302,-6.95526061,33.85697601,bus,21453,8839a86dc5fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848303,-6.95494761,33.85707061,bus,21453,8839a86dc5fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848304,-6.96364281,33.86234601,bus,21518,8839a86d1bfffff,Ain Attig,9,501,Skhirate- Témara
node/10082848305,-6.96353621,33.86249621,bus,21518,8839a86d1bfffff,Ain Attig,9,501,Skhirate- Témara
node/10082848331,-6.97834531,33.87416281,bus,21494,8839a86d53fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848332,-6.97812731,33.87429261,bus,21494,8839a86d53fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848333,-6.98304681,33.87854401,bus,21490,8839a86d5bfffff,Ain Attig,9,501,Skhirate- Témara
node/10082848334,-6.98293951,33.87871871,bus,21490,8839a86d5bfffff,Ain Attig,9,501,Skhirate- Témara
node/10082848335,-6.97923471,33.88345181,bus,21576,8839a86c67fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848340,-6.96123901,33.89264461,bus,21617,8839a86c05fffff,Ain Attig,9,501,Skhirate- Témara
node/10082848341,-6.93904501,33.90457561,bus,21606,8839a86c1dfffff,Témara,7,501,Skhirate- Témara
node/10082848342,-6.93563151,33.90767701,bus,21612,8839a86c11fffff,Témara,7,501,Skhirate- Témara
node/10082848350,-6.92203571,33.92044671,bus,21418,8839a86ea7fffff,Témara,7,501,Skhirate- Témara
node/10082933251,-7.04159641,33.84891571,bus,21698,8839a868bbfffff,Skhirate,5,501,Skhirate- Témara
node/10082933262,-7.03445781,33.85430951,bus,21484,8839a86d69fffff,Skhirate,5,501,Skhirate- Témara
node/10082933264,-7.00001891,33.87054771,bus,21489,8839a86d5dfffff,Skhirate,5,501,Skhirate- Témara
node/10082933265,-6.98440661,33.87835941,bus,21490,8839a86d5bfffff,Ain Attig,9,501,Skhirate- Témara
node/10082933270,-6.91127911,33.93325541,bus,21408,8839a86ebdfffff,Témara,7,501,Skhirate- Témara
node/10082933271,-6.90464451,33.93115671,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10082969860,-6.89123471,33.92336731,bus,21411,8839a86eb7fffff,Témara,7,501,Skhirate- Témara
node/10083597363,-6.89418651,33.97072711,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10083597364,-6.89447461,33.97087551,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10083629461,-6.86474381,33.99261911,bus,21733,8839a865b9fffff,Agdal Riyad,1,421,Rabat
node/10083629463,-6.86508111,33.99271281,bus,21733,8839a865b9fffff,Yacoub El Mansour,9,421,Rabat
node/10083629619,-6.86115151,33.99848881,bus,21755,8839a86583fffff,Agdal Riyad,1,421,Rabat
node/10083629620,-6.86134721,33.99873931,bus,21755,8839a86583fffff,Yacoub El Mansour,9,421,Rabat
node/10083629621,-6.84846791,34.00995801,bus,21751,8839a86591fffff,Agdal Riyad,1,421,Rabat
node/10083629622,-6.84199571,34.01161971,bus,21746,8839a8659bfffff,Agdal Riyad,1,421,Rabat
node/10083629623,-6.83180671,34.01529901,bus,5636,8839ab9a4dfffff,Hassan,5,421,Rabat
node/10083629624,-6.82822431,34.01766721,bus,5638,8839ab9a49fffff,Hassan,5,421,Rabat
node/10083629625,-6.82496521,34.02113181,bus,5638,8839ab9a49fffff,Hassan,5,421,Rabat
node/10085682154,-6.72337201,34.02634551,bus,6043,8839ab91e5fffff,Layayda,7,441,Salé
node/10085682155,-6.72493531,34.02681871,bus,6043,8839ab91e5fffff,Hssaine,6,441,Salé
node/10085786285,-6.86709691,33.97040721,bus,5548,8839ab9b49fffff,Agdal Riyad,1,421,Rabat
node/10085786286,-6.86679131,33.97036601,bus,5548,8839ab9b49fffff,Agdal Riyad,1,421,Rabat
node/10085786393,-6.88386361,33.93579631,bus,21413,8839a86eb3fffff,Témara,7,501,Skhirate- Témara
node/10085786397,-6.91684571,33.92637111,bus,21420,8839a86ea3fffff,Témara,7,501,Skhirate- Témara
node/10085786398,-6.91658581,33.92742791,bus,21420,8839a86ea3fffff,Témara,7,501,Skhirate- Témara
node/10085786404,-6.92567191,33.91889311,bus,21419,8839a86ea5fffff,Témara,7,501,Skhirate- Témara
node/10085786406,-6.93069281,33.92290831,bus,21419,8839a86ea5fffff,Témara,7,501,Skhirate- Témara
node/10085839242,-7.05607251,33.86560281,bus,21711,8839a8689dfffff,Skhirate,5,501,Skhirate- Témara
node/10085839243,-7.04669961,33.86529931,bus,21717,8839a86891fffff,Skhirate,5,501,Skhirate- Témara
node/10085893447,-6.93590751,33.94148191,bus,21401,8839a86ee7fffff,Harhoura,3,501,Skhirate- Témara
node/10085893448,-6.93600031,33.94163331,bus,21401,8839a86ee7fffff,Harhoura,3,501,Skhirate- Témara
node/10085893451,-6.93129581,33.94575921,bus,21403,8839a86ee3fffff,Harhoura,3,501,Skhirate- Témara
node/10085893452,-6.93139431,33.94588771,bus,21403,8839a86ee3fffff,Harhoura,3,501,Skhirate- Témara
node/10085893455,-6.92410611,33.95341291,bus,21429,8839a86e8dfffff,Harhoura,3,501,Skhirate- Témara
node/10085893456,-6.92385641,33.95340331,bus,21429,8839a86e8dfffff,Yacoub El Mansour,9,421,Rabat
node/10085893457,-6.89852981,33.97424441,bus,21406,8839a86ed3fffff,Yacoub El Mansour,9,421,Rabat
node/10085893522,-6.88763521,33.98195681,bus,21738,8839a865adfffff,Yacoub El Mansour,9,421,Rabat
node/10085893525,-6.88459961,33.98752461,bus,21740,8839a865a9fffff,Yacoub El Mansour,9,421,Rabat
node/10085893527,-6.88247091,33.99285011,bus,21754,8839a86585fffff,Yacoub El Mansour,9,421,Rabat
node/10085893528,-6.88277011,33.99299891,bus,21754,8839a86585fffff,Yacoub El Mansour,9,421,Rabat
node/10085893529,-6.87895091,33.99622711,bus,21754,8839a86585fffff,Yacoub El Mansour,9,421,Rabat
node/10085893530,-6.87925081,33.99636411,bus,21754,8839a86585fffff,Yacoub El Mansour,9,421,Rabat
node/10085893531,-6.87383391,34.00131081,bus,21756,8839a86581fffff,Yacoub El Mansour,9,421,Rabat
node/10085893532,-6.87400611,34.00164181,bus,21756,8839a86581fffff,Yacoub El Mansour,9,421,Rabat
node/10085893533,-6.87011091,34.00504391,bus,21752,8839a8658bfffff,Yacoub El Mansour,9,421,Rabat
node/10085893534,-6.87037741,34.00519711,bus,21752,8839a8658bfffff,Yacoub El Mansour,9,421,Rabat
node/10085898587,-6.86634481,34.00780411,bus,21752,8839a8658bfffff,Hassan,5,421,Rabat
node/10085898588,-6.86664231,34.00773901,bus,21752,8839a8658bfffff,Yacoub El Mansour,9,421,Rabat
node/10087870492,-6.81820911,33.99254801,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10087870499,-6.81803751,33.98824731,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10087870500,-6.81974221,33.98681731,bus,5627,8839ab9a63fffff,El Youssoufia,3,421,Rabat
node/10087870501,-6.83038071,33.98183531,bus,5625,8839ab9a67fffff,Souissi,6,421,Rabat
node/10087870502,-6.83441691,33.97964711,bus,5626,8839ab9a65fffff,Souissi,6,421,Rabat
node/10087870505,-6.84641611,33.96957301,bus,5539,8839ab9b5dfffff,Souissi,6,421,Rabat
node/10087870506,-6.84635321,33.96940601,bus,5539,8839ab9b5dfffff,Souissi,6,421,Rabat
node/10087870507,-6.84987901,33.96615411,bus,5539,8839ab9b5dfffff,Souissi,6,421,Rabat
node/10087870508,-6.84993281,33.96629391,bus,5539,8839ab9b5dfffff,Souissi,6,421,Rabat
node/10087921347,-6.85406931,33.96254131,bus,5551,8839ab9b43fffff,Agdal Riyad,1,421,Rabat
node/10087921348,-6.85382191,33.96234581,bus,5551,8839ab9b43fffff,Agdal Riyad,1,421,Rabat
node/10087921349,-6.85725911,33.95976631,bus,5551,8839ab9b43fffff,Agdal Riyad,1,421,Rabat
node/10087921398,-6.85897591,33.95829131,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921399,-6.85860691,33.95809651,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921400,-6.86139821,33.95612171,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921401,-6.86102471,33.95597991,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921402,-6.86347871,33.95431091,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921403,-6.86298781,33.95429131,bus,5549,8839ab9b47fffff,Agdal Riyad,1,421,Rabat
node/10087921404,-6.86650941,33.95122671,bus,5534,8839ab9b6bfffff,Agdal Riyad,1,421,Rabat
node/10087921405,-6.89691381,33.92696101,bus,21411,8839a86eb7fffff,Témara,7,501,Skhirate- Témara
node/10087921406,-6.90205931,33.92950431,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10087921407,-6.90449001,33.93126671,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10087921408,-6.91138811,33.93337561,bus,21408,8839a86ebdfffff,Témara,7,501,Skhirate- Témara
node/10088022647,-6.91887831,33.92369241,bus,21418,8839a86ea7fffff,Témara,7,501,Skhirate- Témara
node/10088022648,-6.92208741,33.92077241,bus,21418,8839a86ea7fffff,Témara,7,501,Skhirate- Témara
node/10088022714,-6.92728601,33.91559691,bus,21607,8839a86c1bfffff,Témara,7,501,Skhirate- Témara
node/10088022715,-6.93233851,33.91090471,bus,21612,8839a86c11fffff,Témara,7,501,Skhirate- Témara
node/10088022716,-6.93587851,33.90780301,bus,21612,8839a86c11fffff,Témara,7,501,Skhirate- Témara
node/10088023217,-6.93942331,33.90454951,bus,21606,8839a86c1dfffff,Témara,7,501,Skhirate- Témara
node/10088023218,-6.94266831,33.90143421,bus,21618,8839a86c03fffff,Témara,7,501,Skhirate- Témara
node/10088023413,-6.95566791,33.89597311,bus,21616,8839a86c07fffff,Ain Attig,9,501,Skhirate- Témara
node/10088023521,-6.96089711,33.89266181,bus,21617,8839a86c05fffff,Ain Attig,9,501,Skhirate- Témara
node/10088023522,-6.96943851,33.88836881,bus,21601,8839a86c29fffff,Ain Attig,9,501,Skhirate- Témara
node/10088023523,-6.97508611,33.88730281,bus,21576,8839a86c67fffff,Ain Attig,9,501,Skhirate- Témara
node/10088023524,-6.97929221,33.88357091,bus,21576,8839a86c67fffff,Ain Attig,9,501,Skhirate- Témara
node/10088023525,-6.98282811,33.88016851,bus,21490,8839a86d5bfffff,Ain Attig,9,501,Skhirate- Témara
node/10088023536,-6.98667011,33.88430711,bus,21490,8839a86d5bfffff,Ain Attig,9,501,Skhirate- Témara
node/10088023550,-6.90048121,33.92871721,bus,21412,8839a86eb5fffff,Témara,7,501,Skhirate- Témara
node/10088023947,-6.83472221,34.01579731,bus,5636,8839ab9a4dfffff,Hassan,5,421,Rabat
node/10088120866,-6.83127631,34.01568031,bus,5636,8839ab9a4dfffff,Hassan,5,421,Rabat
node/10088120871,-6.74804081,34.03560931,bus,6085,8839ab9139fffff,Layayda,7,441,Salé
node/10089935657,-6.85138961,34.01120571,bus,21747,8839a86599fffff,Agdal Riyad,1,421,Rabat
node/10089935666,-6.85926491,33.99691661,bus,21733,8839a865b9fffff,Agdal Riyad,1,421,Rabat
node/10089935667,-6.85545051,33.99663851,bus,21749,8839a86595fffff,Agdal Riyad,1,421,Rabat
